imdb_title_id,year,colors
tt0080913,1980,"[{'color': '#d6b18e', 'name': 'tan', 'value': 'Brown', 'percent': 15.89}, {'color': '#502221', 'name': 'maroon', 'value': 'Brown', 'percent': 11.29}, {'color': '#98594b', 'name': 'sienna', 'value': 'Brown', 'percent': 15.24}, {'color': '#1c070c', 'name': 'black', 'value': 'Brown', 'percent': 28.78}, {'color': '#faf4ed', 'name': 'seashell', 'value': 'White', 'percent': 28.8}]"
tt0080948,1980,"[{'color': '#79797a', 'name': 'gray', 'value': 'Grey', 'percent': 10.24}, {'color': '#bbbbbb', 'name': 'silver', 'value': 'Grey', 'percent': 11.7}, {'color': '#3f3f3f', 'name': 'darkslategray', 'value': 'Grey', 'percent': 7.22}, {'color': '#040506', 'name': 'black', 'value': 'Black', 'percent': 4.39}, {'color': '#ebecec', 'name': 'lavender', 'value': 'White', 'percent': 66.44}]"
tt0080975,1980,"[{'color': '#765a5a', 'name': 'dimgray', 'value': 'Brown', 'percent': 6.05}, {'color': '#2d2a2f', 'name': 'darkslategray', 'value': 'Black', 'percent': 8.98}, {'color': '#a7a6a1', 'name': 'darkgray', 'value': 'Grey', 'percent': 30.35}, {'color': '#e6e5df', 'name': 'gainsboro', 'value': 'White', 'percent': 13.25}, {'color': '#cacdc9', 'name': 'lightgray', 'value': 'Grey', 'percent': 41.38}]"
tt0080979,1980,"[{'color': '#827476', 'name': 'gray', 'value': 'Grey', 'percent': 64.22}, {'color': '#d1cccb', 'name': 'lightgray', 'value': 'Grey', 'percent': 1.92}, {'color': '#fcfbfa', 'name': 'snow', 'value': 'White', 'percent': 2.25}, {'color': '#42282c', 'name': 'darkslategray', 'value': 'Brown', 'percent': 3.05}, {'color': '#010101', 'name': 'black', 'value': 'Black', 'percent': 28.57}]"
tt0081031,1980,"[{'color': '#625867', 'name': 'dimgray', 'value': 'Grey', 'percent': 32.48}, {'color': '#2d2632', 'name': 'darkslategray', 'value': 'Black', 'percent': 16.14}, {'color': '#908a97', 'name': 'lightslategray', 'value': 'Grey', 'percent': 17.87}, {'color': '#bcbccb', 'name': 'silver', 'value': 'Grey', 'percent': 20.05}, {'color': '#eeeef3', 'name': 'whitesmoke', 'value': 'White', 'percent': 13.46}]"
tt0081032,1980,"[{'color': '#872146', 'name': 'brown', 'value': 'Brown', 'percent': 16.38}, {'color': '#d3e2e9', 'name': 'gainsboro', 'value': 'Grey', 'percent': 36.52}, {'color': '#2a96b6', 'name': 'lightseagreen', 'value': 'Blue', 'percent': 11.83}, {'color': '#3c202d', 'name': 'darkslategray', 'value': 'Brown', 'percent': 20.36}, {'color': '#a87885', 'name': 'rosybrown', 'value': 'Brown', 'percent': 14.92}]"
tt0081060,1980,"[{'color': '#dcdddc', 'name': 'gainsboro', 'value': 'Grey', 'percent': 39.48}, {'color': '#906257', 'name': 'dimgray', 'value': 'Brown', 'percent': 17.92}, {'color': '#191414', 'name': 'black', 'value': 'Black', 'percent': 9.52}, {'color': '#baa398', 'name': 'rosybrown', 'value': 'Grey', 'percent': 14.45}, {'color': '#48322e', 'name': 'darkslategray', 'value': 'Brown', 'percent': 18.63}]"
tt0081063,1980,"[{'color': '#455139', 'name': 'darkslategray', 'value': 'Grey', 'percent': 40.26}, {'color': '#b0be9b', 'name': 'darkgray', 'value': 'Green', 'percent': 20.06}, {'color': '#ede2b7', 'name': 'wheat', 'value': 'Yellow', 'percent': 21.48}, {'color': '#9f7f5a', 'name': 'gray', 'value': 'Brown', 'percent': 10.68}, {'color': '#101710', 'name': 'black', 'value': 'Black', 'percent': 7.52}]"
tt0081071,1980,"[{'color': '#e7cc87', 'name': 'burlywood', 'value': 'Yellow', 'percent': 24.3}, {'color': '#5b3815', 'name': 'saddlebrown', 'value': 'Brown', 'percent': 16.56}, {'color': '#af6b34', 'name': 'sienna', 'value': 'Brown', 'percent': 16.3}, {'color': '#f9f8e2', 'name': 'oldlace', 'value': 'Grey', 'percent': 29.16}, {'color': '#f1a319', 'name': 'goldenrod', 'value': 'Orange', 'percent': 13.69}]"
tt0081080,1980,"[{'color': '#9b9190', 'name': 'rosybrown', 'value': 'Grey', 'percent': 32.02}, {'color': '#0d0303', 'name': 'black', 'value': 'Black', 'percent': 4.58}, {'color': '#ca2b2d', 'name': 'firebrick', 'value': 'Red', 'percent': 10.61}, {'color': '#fdfdfc', 'name': 'white', 'value': 'White', 'percent': 27.83}, {'color': '#552f30', 'name': 'darkslategray', 'value': 'Brown', 'percent': 24.97}]"
